名前,所属,性別,カテゴリー,800mSB,1500mSB,3000mSB,5000mSB,3kmSB,5kmSB,10kmSB,800mSB参考,1500mSB参考,3000mSB参考,5000mSB参考,3kmSB参考,5kmSB参考,10kmSB参考
佐々木健裕,明治大学,男子,一般,,,,15:09.81,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
前田晃汰,聖和学園高校,男子,高校生,,,,15:15.22,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
平木仁,日本体育大学,男子,一般,,,,15:37.45,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
田邊秀斗,練馬自衛隊,男子,一般,,,,15:17.70,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
佐藤響,法政大学,男子,一般,,,,15:43.64,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
上田誠人,富士川中教員,男子,中学生,,,,14:58.52,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
澁谷玖蒼,拓大一高校,男子,高校生,,,,15:25.06,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
齊田真也,拓大一高校,男子,高校生,,,,15:32.36,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
中村碧海,法政大学第二体育会陸上競技部,男子,一般,,,,15:15.56,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
貝塚祐,城西大城西高校,男子,高校生,,,,15:41.56,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
鈴木豊,神奈川陸協,男子,一般,,,,15:39.33,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
梅木大輝,足立新田高校,男子,高校生,,,,14:58.70,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
永井琉惺,城西大城西高校,男子,高校生,,,,15:40.27,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
君山太一,城西大城西高校,男子,高校生,,,,15:50.18,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
中山陸人,城西大城西高校,男子,高校生,,,,15:27.25,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
澤村優仁,札幌学院大学,男子,一般,,,,15:42.78,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
奥山泰成,市立松戸高校,男子,高校生,,,,15:43.13,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
大塚亮仁,市立松戸高校,男子,高校生,,,,15:23.45,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
秋葉世凪,坂戸西高校,男子,高校生,,,,15:31.93,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
吉川友陽,信州大学,男子,一般,,,,16:04.38,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
齋太陽,利府高校,男子,高校生,,,,14:57.68,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
佐藤碧翔,利府高校,男子,高校生,,,,15:11.14,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
佐藤瑠維,利府高校,男子,高校生,,,,15:19.91,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
原脩平,東京理科大学,男子,一般,,,,15:24.18,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
八代奏佑,滝川西高校,男子,高校生,,,,15:48.88,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
相澤然,東海大甲府高校,男子,高校生,,,,15:54.55,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
藤田晴亮,浜松日体高校,男子,高校生,,,,14:58.39,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
本間柚己,東京国際大学,男子,一般,,,,16:06.56,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
森祐磨,稲生高校,男子,高校生,,,,15:17.73,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
柴田悠真,相洋高校,男子,高校生,,,,15:41.64,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
藤光貴,相洋高校,男子,高校生,,,,15:29.49,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
林蒼介,相洋高校,男子,高校生,,,,15:18.12,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
小河真朗,桜美林大学,男子,一般,,,,15:20.01,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
松波一翔,慶應義塾大学,男子,一般,,,,15:37.36,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
松村光紀,桐生工業高校,男子,高校生,,,,15:25.86,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
松下翔,浜松日体高校,男子,高校生,,,,15:04.96,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
野﨑友稀,札幌山の手高校,男子,高校生,,,,16:12.76,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
大石崇貴,電気通信大学,男子,一般,,,,15:27.85,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
五十嵐琉晟,文星芸大附属高校,男子,高校生,,,,15:44.55,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
横内駿,札幌学院大学,男子,一般,,,,15:31.47,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
大須賀悠樹,高崎経済大学,男子,高校生,,,,15:48.59,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
中島星,白樺学園高校,男子,高校生,,,,15:51.53,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
鳥越皓太,白樺学園高校,男子,高校生,,,,17:06.69,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
酒巻輝希,埼玉陸協,男子,一般,,,,14:57.58,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
竹内翔和,中央学院大学,男子,中学生,,,,15:34.49,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
薮﨑一心,市立松戸高校,男子,高校生,,,,14:56.96,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
市川大惺,市立松戸高校,男子,高校生,,,,15:18.42,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
村上尚希,信州大学,男子,一般,,,,15:08.46,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
和久津友杜,信州大学,男子,一般,,,,15:19.44,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
相原蓮,相洋高校,男子,高校生,,,,15:12.37,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
田中聡之,東海大学,男子,一般,,,,15:27.09,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
田中佑空,東海大学,男子,一般,,,,14:47.76,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
高澤侑世,東海大学,男子,一般,,,,14:50.27,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
香月遥馬,駒大高校,男子,高校生,,,,15:32.76,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
大室晴空,駒大高校,男子,高校生,,,,15:24.04,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
安齋澄真,東農大二高校,男子,高校生,,,,15:43.13,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
石川莉玖,東農大二高校,男子,高校生,,,,15:49.43,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
澁谷優寿朗,東農大二高校,男子,高校生,,,,15:29.50,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
髙橋悠真,さいたま市陸協,男子,一般,,,,15:43.31,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
小栁智大,中央学院高校,男子,中学生,,,,14:55.93,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
寺地劉生,中央学院高校,男子,中学生,,,,14:57.25,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
渕田海斗,中央学院大学,男子,中学生,,,,15:47.62,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
柳澤蓮,鹿角高校,男子,高校生,,,,15:05.17,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
田渕秀真,荏田高校,男子,高校生,,,,15:08.69,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
柏健太朗,荏田高校,男子,高校生,,,,14:50.43,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
小林翔大,御殿場・滝ヶ原自衛隊,男子,一般,,,,14:53.17,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
小橋新,久慈市陸協,男子,一般,,,,14:56.61,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
新城陽,芝浦工業大学,男子,一般,,,,15:14.52,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
保道豊,大東大一高校,男子,高校生,,,,15:01.80,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
加藤陸人,武蔵野学院大学,男子,一般,,,,14:57.26,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
池田琢真,武蔵野学院大学,男子,一般,,,,15:09.45,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
塩崎滉大,桜美林大学,男子,一般,,,,15:19.13,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
柳田悠吾,学法石川高校,男子,高校生,,,,15:07.13,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
野崎太地,東京国際大学,男子,一般,,,,15:27.03,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
高橋拓未,東京大学大学院,男子,一般,,,,14:53.92,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
下反晶,見次クラブ,男子,一般,,,,15:29.41,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
塩川香弥,Leap,男子,一般,,,,15:00.96,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
薄衣丞生,桜美林大学,男子,一般,,,,15:12.73,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
清水倭,桜美林大学,男子,一般,,,,15:07.73,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
三木圭盛,桜美林大学,男子,一般,,,,14:49.70,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
市川龍乃丞,桜美林大学,男子,一般,,,,15:19.51,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
細野夏輝,桜美林大学,男子,一般,,,,15:01.50,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
大塚陸斗,桜美林大学,男子,一般,,,,14:44.74,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
船津航世,東京経済大学,男子,一般,,,,15:41.87,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
徳田勝幸,静岡陸協,男子,一般,,,,15:25.14,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
古屋匠己,東京農業大学,男子,一般,,,,14:51.03,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
畑中泰晟,流通経済大学,男子,一般,,,,15:53.95,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
齋藤東方,東京農業大学,男子,一般,,,,14:50.65,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
武富大輝,東京農業大学,男子,一般,,,,15:28.86,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
伯野颯太,桜美林大学,男子,一般,,,,15:29.47,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
松本莉史,東京実業高校,男子,高校生,,,,14:56.24,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
矢島佑樹,東京実業高校,男子,高校生,,,,14:58.93,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
鈴木琉偉,東京実業高校,男子,高校生,,,,14:57.62,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
山川真裕,東京陸協,男子,一般,,,,15:55.54,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
小用太陽,市立船橋高校,男子,高校生,,,,14:55.54,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
加藤蒼礼,稲生高校,男子,高校生,,,,15:30.28,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
池田力,東京陸協,男子,一般,,,,15:06.70,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
津田航輝,武蔵野学院大学,男子,一般,,,,14:48.10,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
山本朔也,武蔵野学院大学,男子,一般,,,,14:58.23,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
末永諒馬,駿河台大学,男子,一般,,,,14:57.74,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
南翔太,東京消防庁,男子,一般,,,,15:19.06,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
藤井爽介,学法石川高校,男子,高校生,,,,15:58.60,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
鳥屋部辰己,流通経済大学,男子,一般,,,,15:44.58,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
川本羽洲,三浦学苑高校,男子,高校生,,,,14:51.31,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
高久貴智,練馬自衛隊,男子,一般,,,,15:10.95,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
中村覚,練馬自衛隊,男子,一般,,,,15:22.50,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
遠藤風翔,学法石川高校,男子,高校生,,,,15:24.49,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
関雫空,学法石川高校,男子,高校生,,,,15:32.01,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
江刺家琉己,青森山田高校,男子,高校生,,,,15:17.50,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
坂下漣,青森山田高校,男子,高校生,,,,15:42.58,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
宮城珠良,埼玉陸協,男子,一般,,,,14:48.75,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
野口翔太,水城高校,男子,高校生,,,,15:30.01,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
伊藤秀馬,稲生高校,男子,高校生,,,,15:28.79,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
阿知和優汰,日本体育大学,男子,一般,,,,14:47.68,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
勝又大介,日本体育大学,男子,一般,,,,14:59.40,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
新垣凱也,糸満高校,男子,高校生,,,,16:06.65,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
中山洸士郎,武蔵野学院大学,男子,一般,,,,15:19.00,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
澤田栞和,鹿屋体育大学,男子,一般,,,,15:10.92,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
渡邊亮斗,育英大学,男子,一般,,,,15:11.51,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
深澤陸,東京陸協,男子,一般,,,,15:00.60,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
大木朔,拓大一高校,男子,高校生,,,,15:10.43,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
金田煌白,浜松日体高校,男子,高校生,,,,14:53.79,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
樽木将吾,小田原市役所,男子,一般,,,,15:03.59,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
染川尊俊,東京大学,男子,一般,,,,15:25.92,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
佐藤海斗,大館北秋田陸協,男子,一般,,,,15:12.16,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
阿久津和希,文星芸大附属高校,男子,高校生,,,,15:49.68,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
山本拓磨,札幌山の手高校,男子,高校生,,,,15:14.94,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
須藤希心,札幌山の手高校,男子,高校生,,,,15:23.80,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
高松桜太,芝浦工業大学,男子,一般,,,,14:56.50,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
松田隼弥,青森山田高校,男子,高校生,,,,15:01.87,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
磯邉凌汰,札幌学院大学,男子,一般,,,,15:50.23,,,,,,,https://nittai-honbu.pecori.jp/nittai-result/11151116/shtml/result/track/20251116_2-1-6-0-23-3-3-0-5_ResultTrackA.html,,,
